"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source";"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Answer.doNotRedirect";"Approve";"Reject"
"1612";78;"Hr00XO6Z";"AYLJCFV3ZPX85";"passed";"Hr00XO6ZQK13wqwDVKMKoMF9sr0IoGoDQiD3z-WBzQLXYF9dX0vfAUb_wXvifskw";"passed";"failed";"US";67;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1613";79;"hxUz-pD3";"A1LTV9MGGQCIT3";"passed";"hxUz-pD3ho65HWm5T-oJbQiKNa-uMZi0lIjzYEpM_QDxJLcNgFgoXrESeCpsw5Yr";"passed";"failed";"US";147;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1614";80;"hYKwSvjd";"A38ECJNH8AQKV4";"passed";"hYKwSvjdKXHtRjj6agV5ieJl10mUcAeg4xCCIMwoIXv7YD4ki9prD0AvjwxNGXSJ";"passed";"failed";"US";57;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1615";81;"Hzla7ra6";"A2D8GS5FPVXUK0";"passed";"Hzla7ra6D5li9wMGsqainisVc5FvAf8evCyc5fCaQYYe-vpO4KCCyjw_Tq_uxPe4";"passed";"failed";"US";81;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1616";82;"I0y_HQZ6";"A3CFMF7VVAZLVZ";"passed";"I0y_HQZ6_czjjBWrcBTDWnCSv1YqZfCppA55xlfBDVG5TBphdbXthZgYqbLMu-GD";"failed";"failed";"US";63;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1617";83;"iAARcQoC";"A1I7QLXIE9PDES";"passed";"iAARcQoCLXp_gz10STCDCCAu3my7lp2lzByVUjjlTDIn-62c8T52rYO0dSK3f9gn";"passed";"passed";"US";46;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1618";84;"ilp7A8tn";"A3BL4Z1MEM1268";"passed";"ilp7A8tnxw9zDQlD8NqZiwf8Qc_SUqmpPBl6Yrw9qXZyceJi4CEesLc5H3j64RTy";"passed";"passed";"US";252;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1619";85;"IPbvicNt";"A36JA3OXQQHXP7";"passed";"IPbvicNtOsI2pYkWPZ4zIotUJ5dX1Id2dVfDvZ0afohXX6i12pF2ejuN_aYbTJ37";"passed";"failed";"US";64;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1620";86;"j6QbFxei";"A2B6WQG0A9CKXQ";"passed";"j6QbFxeivoNmnUvFZ_2tMkV6twMPVpb_IZUHbcvynkeWjhEt10d2zFHF1_8PzZCq";"passed";"passed";"US";49;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1621";87;"jAFbaNbh";"A10VQSMGPJFSMU";"passed";"jAFbaNbhKFrb1FmQLO_OzI49aH1qGfgVyW8bP4dz3WjiAzYOnspvE3EjrmKMVbeb";"passed";"failed";"US";42;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1622";88;"Jeg7qwEW";"A3EG6IA3KN7I6T";"passed";"Jeg7qwEWwC-5ErSUKrZ9SfiKLrj1D2WCDQZMM4ifrr2rhXZxKZWcR3SBsAo7sRYy";"passed";"failed";"US";67;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1623";89;"JkFHNGLL";"AA402T4YY1S7N";"passed";"JkFHNGLLfGr5a5Ysawyauos3spsOS3c406_1w1xDjEwF1S_mwLm1-1ckiN3xbRDc";"passed";"failed";"US";41;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1624";90;"jp6bEtwj";"AL9EAAJVALY6J";"passed";"jp6bEtwjpgurqVGY1WpPB3tl54XtKGZjKb1X7PoRSF4a7tMnx6CeRCXl-kBgrJ4F";"passed";"failed";"US";70;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1625";91;"JpjvTYBy";"A1RL6LTB8DSNVE";"passed";"JpjvTYByfv78QwTd04DSoxMzENCBF16QKIrgcjmLfeB1BFjzSAr0DDvEIeXb9pdL";"passed";"failed";"US";117;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1626";92;"jQAes65W";"A3RYH81T59Z2MG";"passed";"jQAes65Wwdwi8bbIVcmciAvmoslzHpgVdSJWyyuq9mTLz6FP-HueQmq36_JCyCgt";"passed";"failed";"US";69;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1627";93;"JXlu9wXQ";"A26JRMEO37XT6Z";"passed";"JXlu9wXQHL12KQlvkU-RbFiPk76IBHKfzzU6iMslG4j0wsItfKz4Vd4tMOIelZAY";"passed";"failed";"US";88;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1628";94;"KerhOESy";"A1PT37VP2YON50";"passed";"KerhOESyqhZ_qmIH_r8MX0SsH7GLyP8JB47sDb4VGEkg3VJ3o_hmr64XbwqrSP4z";"passed";"passed";"US";131;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1629";95;"kox00hfK";"A342YLIMT6THWO";"passed";"kox00hfKhxaaKX-GzCsCjXMGr_IxkR0Llhuc1GU1EDseFvdIBsXiwOJmqktyQMO3";"passed";"failed";"US";103;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1630";96;"kxR7ETD8";"A17AF42SNQNH9C";"passed";"kxR7ETD8O89FczUGx0UJrFeDcnOglkMeyAqt4HAqorzT8B6-kTMUin3gQVBTJABN";"passed";"passed";"US";110;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1631";97;"KZ1r5rFx";"A5O4Z5HN9Y9UT";"passed";"KZ1r5rFxjC1mcEMJ55XgsqGupcBNXod-dNyVhqentIpJSyVIuTXhnhaLoM23vVrr";"passed";"passed";"US";83;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1632";98;"L0Y_vCmK";"A1YIFQVLR6CBMT";"passed";"L0Y_vCmKw2zYP_CvCuFWrMChtN1Rvm9oMCvt2euYtfxH5BeT1jBN-oUoN-TU8l7R";"failed";"failed";"US";112;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1633";99;"Lj4yTYp9";"A3E73BVSABJ7LM";"passed";"Lj4yTYp9BXwpGYblzuyrgOdbNXzsr_G7GGMQkR6qmBX7f8Y68rGpLOE3F-LYnLlk";"passed";"failed";"US";135;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1634";100;"llruMkbC";"A18K5N2SES9HFF";"passed";"llruMkbCc7ILl4ckSY3ZOPpUzqKH3lSqXgGACvKWG5V2-y_BKMKR7EeWXXOX1tgO";"passed";"passed";"US";73;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1635";101;"M0Bfc6Al";"A1YI1H05AQ3ING";"passed";"M0Bfc6AlvNzLMCcGmUBBT5xs7vFaRb7RRGVZ1r-9JOiYdbLdq_XYJnUC0TwnNBt5";"passed";"failed";"US";36;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1636";102;"MbH1WcT7";"A112Q0GM3ZBRDM";"passed";"MbH1WcT7SO_4tRKidB3KALGQedplsYLJm6kyo_YAiZ74H5SLUiLUs_hTGGiisuBz";"passed";"passed";"US";79;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1637";103;"mEU10NSb";"A2YM9Y5ZZ3MHPC";"passed";"mEU10NSbwWxk9RZlOiDhuqUnL6EeB2YBTEfOldpnlrzDQu_R26uOIhqK7zmUi7wi";"passed";"failed";"US";50;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1638";104;"MjCAADHT";"A1FM61DHSKG1F7";"passed";"MjCAADHToTPQ85QhutY_DgSUMBhA-U_4Z8ihBM4wX4qRbuTxlEOiOXGf8c3cuQga";"passed";"passed";"US";62;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1639";105;"mUBLT0lz";"A1MOOVVRLJ7O2Y";"passed";"mUBLT0lzTHUIH4YIcW6A7Xvp0tcbhu3AlyDgv3VfmyN5OhTIG8rpNgHZbFzZeB0G";"passed";"passed";"US";214;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1640";106;"MUuKuGq-";"A3BU09YGJLCQ8A";"passed";"MUuKuGq-dJOL2f55vAhXbV9FyFfGPfq0OWvW5mJLg9YFVm0s2x2H2LHnpvZosMSQ";"passed";"passed";"US";96;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1641";107;"mYDfEhb1";"A2A4ZT0C0ZNTQF";"passed";"mYDfEhb1rseas_-CShZYLX0A3wBdHXzfyqzeBvzN-3jD26jlIifPgMqOkhXmA0At";"passed";"failed";"US";226;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1642";108;"n3-tyrkE";"A36R4DFORDI9TP";"passed";"n3-tyrkEN_BE-ksXCotiBtm0w-4RN2e5I2VAXVV51mI1cMJrUghlFlFZaB09R5Wp";"passed";"failed";"US";109;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1643";109;"n74j9Y39";"AORQSBUD4PPV2";"passed";"n74j9Y39Ce563_IxLVfgtgL5uureIId_laoDb5rLJRnr4Dcq8rAtygixuuniwaPc";"passed";"failed";"US";84;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1644";110;"nCFoLoau";"A3M0C5D28CCZCJ";"passed";"nCFoLoaueK1sozECNo3U87O5mKaRF-d-Jx3pMhUtkygbVMtE5XVyfESnbln2U5EJ";"passed";"failed";"US";69;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1645";111;"NcYpPuow";"A1KXP74BHLL3X6";"passed";"NcYpPuow7rOJE_JwvdxOj1abLCojHDNfY7wgjkc89uEnsLjkDeXgvuOfHEO7u-AM";"passed";"failed";"US";87;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1646";112;"NDAbd3rj";"AY4B7SUM68J3G";"passed";"NDAbd3rjRLN4CDXkUpNKuwYD6BZRViKPgV5jy-iGX4JwJUV5plEZ0sr6RzUF3F5m";"passed";"passed";"US";56;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1647";113;"NDKj5qQN";"A324ZH821IYPHU";"passed";"NDKj5qQNnO18L9VM-m6T_SydEeK0GjQZayTim9jX4OvO6-aawBwGL3UiUjkmcBXu";"passed";"failed";"US";76;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1648";114;"NfS9EPyn";"A10XM9LD12RV0Y";"passed";"NfS9EPynQ4sj8bNRT22p5aNiddzr1e6HQydPhc4EF7JL3aajs1O2CXAeJVXK7rQK";"passed";"failed";"US";79;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1649";115;"nn1mllB1";"AUZBKS5UI3MXB";"passed";"nn1mllB1SMLSdksmj0AOhJQ4Nf_bq9UAygN8YowiiG4ivTyL4VdJGj7I4JeH45Om";"passed";"failed";"US";45;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1650";116;"NumWbqzB";"A2SHOFSQGLTOCE";"passed";"NumWbqzBEfzttYJ1bsMpQhS3eyzBbNxwDzpapGwjnmsXoruX6nzFtWlGPpp-C52L";"passed";"failed";"US";76;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1651";117;"NWT29KYs";"A3H7LONGSJ9384";"passed";"NWT29KYsGpIc1Njq8K4TY0yaEQdSTOm4Q21Az8N6EOvXcCT96wU6FRs5q-lgraWJ";"passed";"passed";"US";106;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1652";118;"OFxX6Sdq";"A17RGLLLKAQNE3";"passed";"OFxX6Sdq0sZWmEvkn2058f6I796e9Y1irj_TUmXOg_E-qCiCuVEjIUCiUlH8uLbj";"passed";"passed";"US";79;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1653";119;"oIndkqyh";"A1CE3DR200PXSS";"passed";"oIndkqyhz5yoVGcEbHzsdr1yeJB17Ix5JEbgwtMqm3R0MRB0LUIuwddKPrjgSW1A";"passed";"passed";"US";183;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1654";120;"opGrIpTq";"A10T81KGJV05UD";"passed";"opGrIpTq7yXliwlriR0XbW6U02xI22peGgPWZa1QpCyTrYNRf8eSIAuAJyDgi2Lr";"passed";"passed";"US";75;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1655";121;"ov_3uWY-";"A1SIJPO6DB6NHY";"passed";"ov_3uWY-yxAMFqZeGTI0VG7y8ZPWOfHc8QTOPYs9TTUJfE982H4VTPaQWs0ny1WV";"passed";"failed";"US";208;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1656";122;"P7eouESg";"A3I8QWS56HNGGX";"passed";"P7eouESgkQt2iL5EQAEhBxkkMZh9PqyuV7wYeddzphrxO7Df9KpHBZnX1-npcruu";"passed";"passed";"US";137;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1657";123;"p9fmIEcb";"A240OTT1T85UGT";"passed";"p9fmIEcbw1ASgOT3SV8ABeg3GiB3ImcHs-OMcChRIHRxyWlmMdxzd3TOal6F3XRR";"passed";"failed";"US";45;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1658";124;"pAfgBIsd";"A1MYV100LIV2E3";"passed";"pAfgBIsdqo5dJsklRJ1QLKm_1PoX-nR8FbRrceQKD6GvM8VA7MTAN2f0z8w3fuDn";"passed";"failed";"US";172;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1659";125;"pfphCBcQ";"A362CV8OOYJA6W";"passed";"pfphCBcQ7Ei5e_AIiObLrQSvhooDCAAi1d4Ordzl0vqC2U92RpcKzt4oLLBH3yp-";"passed";"passed";"US";297;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1660";126;"QCUqwuM-";"A33S9Z0SQC71A0";"passed";"QCUqwuM-NIWv9eqyBci2InDeL23ByNAoc1Xe-TE0Pyd3OdApWiaPk1om3E2Gvxjp";"passed";"failed";"US";101;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1661";127;"qg5cG8qH";"A20WI3VW3CBOWN";"passed";"qg5cG8qHkW2_Ap1mlv45vk0ADn2mk8NVzC8KYpIwJvmtvMfZp5ogpbEgRJr0rPhf";"passed";"failed";"US";57;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1662";128;"QhllEswV";"A2JWHS06PQMJ1";"passed";"QhllEswVCMlSn-pCqFqSOG-B1BSTQpfBNZKSx7Qj2vx2Ryf1ez4rM7B-fgrZ8o1l";"passed";"passed";"US";89;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1663";129;"qM2NzwXo";"AJI76D4U5WGBZ";"passed";"qM2NzwXoOt1OJIDCMQR-A_lV9JOuwPNLLuUs0syKe3TldR0-bIvw22nR4D8wo1oQ";"passed";"failed";"US";256;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1664";130;"qrpj9Sep";"AIPHJXQEDNW9L";"passed";"qrpj9SepMXbneQ-hI--tBzVFNP_RPytU9G7ZLSt8WL4WiAe6Fv5ef9dMRzZ-ouOM";"passed";"failed";"US";51;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1665";131;"qWeeknfw";"ACHN7RJSFQYZ6";"passed";"qWeeknfwJzdpfn5UxZrrSC_YB29AzU3shJq7L3QSXgTZzPidVzk0OdvcAE8SPjE_";"passed";"failed";"US";117;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1666";132;"qwlBBKGm";"A18HAVJ61XSP1N";"passed";"qwlBBKGmb0ItxM3i-2lhXnLtD77WDTOWSTP25G0tYoVjU-vloIuY7SPVofbFWxVU";"failed";"failed";"US";70;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1667";133;"r_EdWZBp";"A1STP7GPP8M40U";"passed";"r_EdWZBpgldVl93tDYukXJju1KqYO603aqwA8K9xLrMusUQsVPLkSzJNI02GXeOc";"passed";"failed";"US";94;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1668";134;"R-5HR7N3";"A1K8WIRW3N0DS";"passed";"R-5HR7N3YIQVxR0dA4GibSfe2Z5f2B4Vlkc6QoPuMDNXpjyRDVMs67I8dXCZMLKm";"passed";"passed";"US";96;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1669";135;"R68N2U1I";"A1H8I7FOW3HWD3";"passed";"R68N2U1I9_PUIlT96o7doAEqPgAYEft59El2yo71KcUn6AOZiz1bm6wqMsUmsuqF";"passed";"failed";"US";92;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1670";136;"r8pYoqkz";"A1AI062U6E3WZ1";"passed";"r8pYoqkzzrjOiWkdoCYE-eRHphoL3v2iWs_Ye9IZ8xblAEER5okiicvWLEuR6NdK";"passed";"failed";"US";98;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1671";137;"rDnn_DvN";"AEJREV7WJOYPL";"passed";"rDnn_DvNqvniue64cS69sT5wUNg20VrSteP4InPwX1oSbayx6JHIpQOa-GmXvSmq";"passed";"failed";"US";171;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1672";138;"Rk6PMJhy";"A2XZQ8ZG115G6S";"passed";"Rk6PMJhyuFRUU11B_nWROP2KMMdeiaNULR1Nb1-GhPr_4paE8UzhIyId57gIl-k7";"failed";"failed";"US";72;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1673";139;"RuDqXfFq";"A31ZMKF1XY6SFF";"passed";"RuDqXfFq720rCN4QFlOgZ6NkYwTsX7Sc2zGj5yZ2Zrpz6dEdmqJ-x3hZ31bx69ke";"passed";"failed";"US";54;"passed";"x";"";"mturk9_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
