"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source"
"326";257;"lPLcHuWf";"A1Z8AOIDT5IV43";"failed";"lPLcHuWfeczI-wR74FJXOPErd9DoSBsvjourpCvGCvaEtgiIGFyfc9rhYXpS3YB0";"passed";"passed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"327";258;"lpWg0pxY";"A2ZWOPNOG2A5PX";"failed";"lpWg0pxYCdfiqhU7Ee2VCVMY6bvqxPiPrr9BjIzfO7TgrleLXGecqgzz2pCQFGdI";"passed";"passed";"US";142;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"328";259;"LxySyuDW";"A1J21DM2Z753X4";"failed";"LxySyuDWJnFrImmeeT14nMHVNhzdJdcv-nDPxISgmwutzpZuKBz5QwPVRukMJk_a";"passed";"failed";"US";56;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"329";260;"lYw3Q2TY";"A1E94U14N16SYJ";"failed";"lYw3Q2TY5IXw2yHGucxm3-3x7Qx12C840R5_c7aOO5hMpY7giXsMnMd5T8lEBdAX";"passed";"failed";"US";66;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"330";261;"lzDBrUT0";"A192EJRA8LJYMV";"failed";"lzDBrUT0p47lYeIgt3Ymhw4mAMpeuAywqPtSuxEDijTxGcSn9_bsXHyn7xj-vCxS";"passed";"passed";"US";94;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"331";262;"M-AKvUlb";"A3ST8MG4LBMP50";"failed";"M-AKvUlbNGneaXxIcDB79pBV6kM4G2y8XDS8JWrmIVIPmbM3o3qg1TN0V35h6-3_";"passed";"failed";"US";62;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"332";263;"m2IAKbcq";"ABOBDEZ58A34X";"failed";"m2IAKbcqWUmGnfwjnggJm7_ci4GFEqvWtuTzz1icGtTWI9kAk0Gyua9dPyHraPeU";"passed";"passed";"US";83;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"333";264;"M3H-Z6Kj";"AAKBYJD64R6K";"failed";"M3H-Z6Kjs0d68g6PO28hV_t-rtqVQtMI9feX4rEDBfXgNS5E1ZQb2d34byFg_wP_";"passed";"failed";"US";71;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"334";265;"mbiHPPfQ";"A2YAYHZYI7M3HD";"failed";"mbiHPPfQ-Q4BOM8FrmMkv-NzVWxwOhLXBCl9wwzY-y8_pmwIMLHR2vwWgwjuvTiu";"passed";"failed";"US";105;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"335";266;"mDPXf6w_";"AMTTB8JUWRRM7";"failed";"mDPXf6w_f1FdD46JOjYvELOLur3BrL2J_wiqMyi873zaNisRdMH3NpvH6ZRp_iJt";"passed";"failed";"US";64;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"336";267;"Me02ps-c";"AP9WIQ4P78XLH";"failed";"Me02ps-ck6jQCP9Br4P-7QWBinJEvcOhb0sIU2mC6-JQKXHYHFL4eJBCRbarFs7G";"passed";"failed";"US";98;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"337";268;"MEpF1UiK";"ALDQRWYZ8KQ9A";"failed";"MEpF1UiK2_kTNkGJJLoKnoD3b7sGE2af-6Cmum3tEpCKRB6oNBTlflnnYnZ2buxv";"passed";"failed";"US";92;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"338";269;"mFioje73";"A1QRLJ6KICINOX";"failed";"mFioje73Iqz6jjqo_G9Mvwp9UUPd90m3MUprw5457_MtTCOLrdYhkse8GSqZfX9z";"passed";"failed";"US";84;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"339";270;"mhvsqXhy";"AD14EQ9O9JKRI";"failed";"mhvsqXhyoHeLeFiA3tv5re06zX7yS4u2lG4AnVrmqGfGhz2bHfeD_QUMTwmQwIO7";"passed";"passed";"US";96;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"340";271;"MOoKZ99m";"A2C509MUKR5CIJ";"failed";"MOoKZ99m9LuaG-odjsMWGF1tJg-nO7yWd_1bqwwoMMCkpkfGFE8UkZGPIJ5S8fyO";"passed";"passed";"US";61;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"341";272;"mpd11Wst";"ASS0YATH0WK3R";"failed";"mpd11WstvRqZQKy3niuoqJhpMZTfCwAs8FzuahR7COVxfKdu0j_L0ASqsho0VYwH";"passed";"failed";"US";125;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"342";273;"MRiiP-Lt";"A8CR1D6TER0JY";"failed";"MRiiP-LtPRX8P74Pqv-sHi5Fk-E5Matt84YCP0dI7yPpCqpp8rWIxVb3IgQsO3hQ";"passed";"failed";"US";63;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"343";274;"mSSQ1UxP";"A1FC0M463D9TO6";"failed";"mSSQ1UxP1_R4cFfF7KXamvyr7f0Vq0sOKpSO84jaeHuu2F3OMmarOXkJq42RWo42";"passed";"failed";"US";28;"failed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"344";275;"Mt3R9ADi";"A29AX5O8KL48F8";"failed";"Mt3R9ADiRLuDTY-Yhiuz3AMB1C4gkGw-6mfAF9JC15xFgBtpZX2V5bnevBBK2cfs";"passed";"failed";"US";53;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"345";276;"mtKhKatV";"A2IMXR8NN207QO";"failed";"mtKhKatVGR7IxAac7EmdUawepZou8PDrBDelw_3qUFJ_Fdl0DHKc2vDvm-vjBVCc";"passed";"failed";"VE";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"346";277;"mWhZQalx";"A3FC0TDAK5QY1G";"failed";"mWhZQalxGYI7vTJWZ4-suqHjn2LZFggTSEvr8CmpjGTrMm7Cmul6aYflSUkApV63";"passed";"failed";"US";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"347";278;"mWlmMZ0n";"A1KG059I02TKAA";"failed";"mWlmMZ0nB9uP3apfq4J0hHQKiDAG7YulHQfORLCP7OXV_VpHF8zWENcXn5PFp5RN";"passed";"failed";"US";78;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"348";279;"MyA7QIFx";"A1WKF2VH7TV0H2";"failed";"MyA7QIFxLwq-z4GeAmSoV2CiGhGWxJYD3afWmk-ZB0xwtB7-N4-ElBI7rTpjgN24";"passed";"passed";"US";41;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"349";280;"MYhMY85E";"A196H58GJM8RMV";"failed";"MYhMY85EjH8OhWMj7qqQi6yCJaGlz8ltEo8lpzsgQgdKFVTgmEVLWGYOWqvoqBFE";"passed";"failed";"US";136;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"350";281;"myJUTFHN";"A1NCSZCN8EA787";"failed";"myJUTFHNTO-TDWuq-Rq6paTiNj2Y5nbGUvfbIZOzcNqhEMhsrxuLz_5XSin_l0-R";"passed";"failed";"US";119;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"351";282;"MzX4m_H1";"ACEKXR1Z5D1L6";"failed";"MzX4m_H1Op8JigaYd5iW-T5n9vRJbCdXNStRZpWJwm2eyddolGEoqhnzrPaEOSHM";"passed";"failed";"US";80;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"352";283;"N-YULXFv";"A19KJKSZZAIDO";"failed";"N-YULXFv4_aMXw8DfAPJgEK7ywtebd6o-9Rh-W6GApiAAXjxgp3SaIqHz-njWYrg";"passed";"failed";"DE";63;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"353";284;"n2iSl7D0";"A32W24TWSWXW";"failed";"n2iSl7D0Oz4a14OQp1swuQX8B9Hpu44C324RI-DpPEP9w_MypgDTKUOT7l4fo30z";"passed";"failed";"US";128;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"354";285;"N2XmD-kb";"A1VW8Y7XCV3DRW";"failed";"N2XmD-kbUrmnYNT8uoMsVQQ8rbdlJMNmqSGi9tkMTLEoXdvQkCjy0CeiT7xkD8p-";"passed";"failed";"US";67;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"355";286;"n3QwJOb6";"A34TQBTZQF4W1U";"failed";"n3QwJOb6TWcieZuvRf_XTGZyWyuqY9P_-RlP6AeWxVmMnOeBVBrCrTOPb6P7Bw_x";"passed";"passed";"US";99;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"356";287;"N5yBkvAY";"A23RGQKZ0PPC46";"failed";"N5yBkvAY5OZR0xRmWOxmfsDa9BRkicFh3bHxYlDPLqnDKm82vTD4MVN9kZ-5dihM";"passed";"failed";"US";151;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"357";288;"N6EXnaFg";"A2JIFMN6FU5N0T";"failed";"N6EXnaFgD7V-Lv8XjoGC1QvqVmlKNe4gbsRw3aiWioM8KiNZ0fLjQo2gLynlhqkv";"passed";"failed";"US";63;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"358";289;"N6Ovp3Fy";"A2FDLQWUS5NGW5";"failed";"N6Ovp3FyDdUQcMktuYWo3J23UaSJ_zngn-oHzBNoKCLE_TDmm6pjg-NfooMe2Vae";"failed";"failed";"US";104;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"359";290;"n9_R7aME";"A1IMO5XR05U7S5";"failed";"n9_R7aMEXruucRz2c9t0T88aBRnMJ1WEeBWEUclUHl6P0Fzy2h2V2ZIukxnqVxei";"passed";"passed";"US";152;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"360";291;"nB_OOE6q";"A3RCPR100013EN";"failed";"nB_OOE6qUgOVZPRXpioheR-3FWGRM1gCB44ueTMIY4jcY-yoobhTNMWs5__n92lj";"passed";"passed";"US";96;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"361";292;"NcMxKIyR";"A3OY12FPDU2Q0F";"failed";"NcMxKIyRb0ljIiblAaS3eBXdVmyGguZUWx0699Vhv0-j1KPq_XoCwrc2eitgfPpU";"passed";"failed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"362";293;"Nfw9N4Ps";"ARRT1LRK028JI";"failed";"Nfw9N4Ps3dFZhrkMWju861ymWnVtrZRBpVGeTIiC3HXVb3Du-orwAdBVlx5QbyC0";"passed";"failed";"IN";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"363";294;"NoFitBRe";"A3E52NQFBDRD87";"failed";"NoFitBRe1VjZxpxZDVv1V5UFlnuvdbOH1OcqbDPILl7Cg9mt-oZPxPyAP72Y--58";"passed";"failed";"US";82;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"364";295;"nPVHzbJS";"A3AH75EM9ZV7W0";"failed";"nPVHzbJSZlZA7FO_K9CG3IRSyRtldUA1GYqR1MCPsWtulFTUiXVkS_quIYFd8I4C";"passed";"failed";"VE";83;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"365";296;"nq7sUoIN";"A2QDXX4MKVIZOK";"failed";"nq7sUoINEK7TLJvJev1sxgtZl9xc-tC4qRlmageHgGULTBTwDc7Lg9grjg4sTJFi";"passed";"failed";"US";80;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"366";297;"nQwpSs-g";"A39GADIK8RLMVC";"failed";"nQwpSs-gN9Quf78Vc_EricK6pDuVHbH6pUgIKucoVnaf0DPZ-IPLOgzLfCYqzSQ4";"passed";"failed";"US";62;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"367";298;"NT6kzayN";"AI2KKF5L9GJJZ";"failed";"NT6kzayNjbkHFjTTgrxhzFLwykr5NcBnj7_-iZNpJ9HYQ7VCSVaGJWS2SZyJMsBK";"passed";"failed";"US";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
"368";299;"NyIZw6ZX";"A3GM8A9J1OB15W";"failed";"NyIZw6ZXxcV651_M1wXPv_yGzgzYHYAuVe1sUjXCTzfre_p5RS5Jvm3jAXv36DFu";"failed";"failed";"VE";144;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check"
"369";300;"NzFluPRo";"A1NM9PXZDCCQ1E";"failed";"NzFluPRoijUWRk-uP1b3w92vUL7oCmzeiU78DqxK2Ez_XHVCEObNU-It9-z-uj9z";"passed";"failed";"US";61;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check"
